Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Family_Income,Teacher_Quality,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Exam_Score,Tutoring_Sessions_Group
15,70,2,1,0,9,57,1,1,1,1,0,3,0,0,2,63,1
16,71,1,1,0,8,51,1,1,0,1,0,2,0,2,0,61,0
7,82,2,2,1,8,56,1,1,0,1,0,2,0,0,0,62,0
17,76,1,2,0,7,87,2,1,1,2,2,4,0,0,2,68,1
15,98,0,1,1,8,71,0,1,1,1,2,3,0,0,2,68,1
21,65,0,1,0,9,56,2,1,1,1,2,5,0,0,1,63,1
22,99,1,0,1,8,87,0,1,1,1,1,4,0,0,1,70,1
31,69,2,0,1,7,60,1,1,0,1,1,3,0,2,2,68,1
26,91,2,1,1,7,79,1,1,0,1,1,5,0,0,2,72,1
17,74,1,1,1,8,87,1,1,0,0,2,3,0,1,2,67,4
15,66,0,2,0,6,80,1,0,0,1,1,1,0,1,2,61,1
23,94,0,1,0,8,100,1,0,0,1,1,3,0,2,2,69,0
12,72,1,0,1,6,72,2,1,0,2,0,2,0,0,1,61,2
31,86,2,2,1,6,66,1,1,1,1,2,3,0,1,1,75,3
27,83,2,0,0,5,60,1,1,2,0,1,2,0,1,1,68,0
17,79,1,0,1,6,75,0,1,1,2,1,4,0,0,2,65,1
10,80,2,1,1,6,93,2,1,1,1,0,3,0,1,1,67,4
28,89,1,2,1,10,97,2,1,1,0,0,6,0,0,2,75,3
19,64,0,1,0,6,99,1,1,1,1,2,3,0,1,2,64,1
27,87,1,1,0,8,77,1,1,0,2,1,4,0,0,1,70,1
10,96,2,2,0,6,80,1,0,1,1,1,4,0,0,1,67,0
16,62,1,1,1,7,79,0,1,1,1,1,3,0,0,2,63,2
20,66,2,2,0,7,73,1,1,1,1,0,4,0,1,2,65,1
20,89,1,1,1,4,58,1,1,1,1,2,3,0,0,0,67,1
17,77,0,2,1,5,53,1,1,2,1,1,3,0,1,2,86,2
24,76,0,2,0,6,72,2,1,1,2,1,3,1,0,1,67,3
14,65,2,1,0,5,59,0,1,2,1,2,4,0,2,0,63,1
19,80,1,1,0,7,94,1,1,1,0,1,3,0,1,1,66,0
21,65,2,2,0,7,88,0,1,0,1,1,1,0,0,2,65,2
23,79,1,1,0,5,81,1,1,1,1,1,3,0,0,2,67,1
24,91,1,1,0,7,52,0,1,2,2,1,4,0,1,2,69,0
13,70,2,2,0,6,81,1,1,1,0,2,2,0,2,2,66,2
11,79,1,1,1,7,81,1,1,2,1,1,2,0,0,1,64,1
28,100,2,0,1,6,72,1,1,0,1,0,2,0,2,2,73,1
22,87,0,1,0,8,83,0,1,0,1,1,1,0,1,0,66,1
16,94,1,1,0,9,93,0,1,0,1,0,4,0,2,2,68,1
29,77,2,0,1,8,88,0,1,1,2,2,4,0,1,1,70,0
21,91,2,1,0,9,74,1,1,0,0,0,2,0,0,2,69,2
27,62,1,2,1,5,63,0,1,2,1,0,4,0,0,2,67,4
20,65,1,0,0,6,74,0,1,1,1,2,3,0,1,1,62,0
32,68,1,0,0,8,97,2,1,0,1,2,2,0,0,2,68,1
31,76,1,2,1,9,91,1,1,0,1,1,4,0,2,2,72,1
19,94,0,1,0,8,51,1,1,1,0,2,5,0,2,2,69,3
26,74,0,0,0,5,89,0,1,2,2,0,2,0,0,2,66,3
24,86,2,2,0,6,59,1,1,0,1,2,3,0,0,1,70,1
28,88,2,1,0,8,79,1,1,1,1,2,3,0,0,0,71,0
14,83,1,1,1,7,90,1,1,0,0,0,3,0,1,2,65,0
24,74,2,1,1,6,78,1,1,0,2,2,3,0,1,2,70,3
26,83,0,0,0,7,70,2,0,1,2,0,4,1,0,1,65,2
9,74,1,2,0,7,66,0,1,2,2,1,3,0,0,0,62,1
13,63,2,1,1,5,65,1,1,2,1,1,2,0,0,0,62,2
8,100,2,1,1,8,92,1,1,1,2,1,3,0,2,1,70,1
18,65,1,2,1,6,91,1,0,0,1,1,3,0,1,2,66,5
24,63,2,0,1,7,91,0,1,0,1,2,4,0,0,2,67,4
29,95,1,0,0,9,64,1,1,1,2,2,3,0,0,2,72,1
20,72,2,0,1,7,90,0,1,0,2,0,3,0,2,2,66,0
30,86,1,0,1,8,52,1,1,1,1,0,2,1,1,1,68,2
12,73,2,1,0,5,60,1,1,0,1,0,4,0,0,1,62,1
10,76,0,1,1,8,76,1,1,2,2,2,3,1,2,1,64,2
20,70,1,1,0,8,70,1,1,0,1,1,5,0,2,2,65,0
22,74,1,0,1,6,56,0,1,1,2,0,3,0,2,1,66,4
20,76,1,0,0,7,52,1,1,0,2,1,3,0,0,2,64,2
8,89,1,2,1,7,81,0,1,0,1,1,3,0,1,2,67,4
19,80,2,1,1,7,66,0,1,1,1,0,4,0,1,2,69,4
12,98,2,1,1,8,51,1,1,1,0,2,5,0,2,1,68,0
24,62,1,1,0,6,72,2,1,0,0,1,4,0,0,2,64,2
22,80,2,1,1,7,65,1,1,2,1,1,2,0,0,1,68,2
14,83,0,0,1,9,79,1,1,1,0,2,3,0,0,2,64,1
17,97,1,2,0,9,96,2,1,2,1,0,1,0,2,2,71,0
14,62,2,2,1,8,65,0,1,0,1,0,2,0,0,0,61,3
20,83,0,1,0,7,100,1,1,0,1,0,3,0,1,2,68,4
26,94,2,1,1,10,54,0,1,2,1,1,5,0,0,2,73,2
14,70,2,1,1,9,54,1,0,1,1,2,1,0,1,2,64,3
23,95,1,1,1,7,86,1,1,0,1,2,4,1,2,0,72,3
17,61,1,1,1,7,87,2,1,1,1,1,3,0,0,2,65,5
15,89,1,1,1,6,71,1,1,1,2,2,4,0,0,2,68,1
19,97,2,0,1,8,64,1,1,0,2,2,3,0,0,2,71,2
14,86,1,0,1,8,90,1,0,1,1,0,3,1,2,2,65,3
17,78,1,1,0,8,98,0,1,1,1,2,2,0,0,2,66,2
13,62,0,2,0,7,99,1,1,1,0,2,1,0,2,1,63,4
32,97,1,2,0,5,82,1,1,1,1,1,3,0,0,1,74,1
20,79,2,0,1,7,87,0,0,1,2,1,4,1,0,2,66,2
16,61,1,0,0,8,91,2,1,1,2,1,3,0,1,1,63,2
21,88,2,1,1,6,90,2,1,2,1,1,4,0,0,1,72,2
19,79,1,2,0,7,100,0,1,2,2,2,2,0,1,0,69,1
19,65,1,2,1,9,91,1,1,1,2,2,4,0,1,2,67,1
24,69,0,2,0,5,83,0,1,0,1,1,3,0,0,2,66,3
25,63,2,1,0,7,69,1,1,0,2,0,5,0,0,1,64,0
17,83,0,1,0,9,80,1,1,1,2,0,2,0,1,2,67,4
17,85,1,0,0,7,94,2,1,0,1,2,3,0,1,2,69,4
18,80,1,0,1,6,65,1,1,0,2,0,2,0,1,2,65,2
6,93,1,1,0,7,52,2,1,1,1,1,2,0,1,2,64,0
11,94,1,0,1,8,66,2,0,2,0,1,4,0,0,2,65,1
28,85,1,2,1,7,98,1,1,0,2,2,1,1,0,2,72,2
30,61,0,2,1,8,90,1,1,0,2,0,2,0,0,1,66,2
19,88,1,0,0,7,59,1,1,0,1,1,3,0,1,2,66,2
23,77,2,2,1,7,51,1,1,0,0,2,3,0,1,1,67,1
22,83,1,1,1,8,83,2,1,2,1,0,3,1,2,1,69,1
38,86,0,2,1,7,79,0,1,0,1,0,3,0,0,2,73,3
27,74,1,2,0,6,54,1,1,1,1,1,3,0,1,2,69,3
19,97,1,0,0,8,98,1,1,0,1,1,4,1,0,2,68,1
14,65,0,1,1,7,81,1,1,0,1,2,3,0,0,1,61,1
10,87,1,0,1,6,83,1,0,0,1,2,4,0,0,2,63,0
21,60,1,2,1,8,93,0,1,0,1,2,2,0,0,0,63,0
15,97,0,1,1,9,67,1,1,0,2,1,2,0,1,2,68,1
11,65,1,2,0,7,78,1,1,0,1,1,3,0,2,2,63,2
16,64,2,1,1,7,79,1,1,1,1,2,4,1,2,2,66,3
14,73,2,1,1,5,98,1,1,0,1,0,4,0,0,1,65,2
30,75,2,2,0,7,57,2,1,0,1,1,1,1,1,2,68,0
25,69,1,1,1,7,88,2,1,0,1,0,4,0,1,2,66,0
20,83,0,0,0,7,79,0,0,1,1,2,5,0,2,1,66,2
29,78,2,1,0,6,92,1,1,0,1,0,4,0,0,2,70,2
20,61,0,0,1,8,92,1,1,1,1,0,2,0,0,2,61,0
15,73,1,0,1,7,51,1,1,0,2,0,3,0,0,1,61,2
29,92,1,1,1,10,63,2,1,0,2,0,4,0,0,1,71,1
23,88,0,1,1,7,59,1,1,1,1,0,2,0,0,2,67,1
14,89,2,2,1,4,73,1,1,1,2,0,3,0,1,2,70,2
19,88,2,1,0,5,95,1,1,0,1,0,4,0,1,1,69,2
15,72,2,2,0,8,50,1,1,1,1,1,4,0,0,2,65,2
12,64,2,0,1,6,74,2,1,1,1,2,2,0,0,1,61,0
26,71,1,0,0,6,94,0,1,0,1,2,4,0,2,2,68,3
31,93,2,0,1,5,96,1,1,0,1,2,2,0,0,2,74,2
12,99,1,1,0,6,83,0,1,1,1,0,3,0,0,2,67,1
23,80,1,1,1,7,91,0,1,2,1,0,1,0,0,2,70,5
16,60,0,1,1,8,66,0,1,2,2,1,2,1,0,1,59,1
17,66,2,2,0,5,64,0,1,1,2,1,2,0,1,2,64,0
16,73,2,1,1,8,52,1,1,1,2,2,4,0,1,2,66,2
15,83,0,0,1,5,75,1,1,1,1,1,3,0,0,0,63,1
20,63,0,0,1,8,73,0,1,2,1,1,3,0,1,2,61,0
15,98,0,2,1,8,69,0,1,0,1,1,4,0,0,1,68,2
22,75,1,1,0,6,56,0,1,1,1,2,3,0,0,0,65,3
20,97,1,2,0,5,62,1,1,1,1,1,4,0,0,0,69,1
19,91,2,0,1,8,60,1,1,0,1,1,4,0,0,1,68,2
15,90,1,0,1,6,97,0,1,2,2,2,2,0,0,2,69,2
17,84,1,0,1,7,98,2,1,0,2,1,2,0,1,0,67,1
25,85,2,2,0,8,50,2,1,2,1,1,1,0,1,1,70,1
23,86,1,1,1,8,59,0,1,0,1,1,3,0,2,1,68,1
14,85,1,1,0,6,94,0,1,2,1,2,4,0,1,2,67,0
21,82,2,1,0,7,52,1,1,0,1,1,3,0,0,0,67,4
25,99,2,1,1,6,97,2,1,1,1,2,3,0,1,1,75,0
10,89,0,0,1,8,69,0,1,0,1,0,4,0,1,1,63,3
23,91,0,1,0,9,77,2,1,0,1,2,5,0,0,2,70,1
16,95,1,0,1,6,88,0,1,2,2,2,4,0,0,2,70,2
23,69,1,2,1,7,62,1,1,1,1,1,4,1,0,0,64,1
15,63,1,0,0,8,55,0,1,1,0,1,3,0,1,2,59,0
9,79,1,0,0,7,90,2,1,2,0,1,3,0,0,2,63,1
10,81,2,1,1,8,99,1,0,1,1,2,4,0,2,1,67,2
20,93,0,2,1,7,83,1,1,1,1,0,2,1,0,2,68,0
22,78,1,1,1,5,91,0,1,1,2,0,3,0,2,2,68,0
15,83,1,1,0,7,97,1,1,0,2,1,2,0,0,2,97,2
24,81,1,0,0,9,61,1,1,0,0,2,4,0,1,2,66,1
10,62,1,0,0,7,68,2,1,1,1,1,3,0,2,2,61,3
20,85,2,1,0,9,61,2,1,2,1,2,3,0,1,2,70,2
13,93,0,0,1,4,53,2,1,1,0,2,1,0,2,2,65,1
16,66,0,1,1,8,87,2,1,1,1,2,2,0,0,1,64,3
20,84,1,2,1,6,57,2,1,1,1,2,4,0,0,0,69,2
15,84,1,2,0,6,55,0,1,1,1,0,2,0,0,2,64,1
18,67,0,0,1,9,68,0,1,0,2,0,2,0,2,2,61,2
26,65,0,1,0,7,53,0,1,2,1,2,2,0,0,2,64,3
17,99,1,2,0,6,59,1,1,1,1,1,3,0,0,1,68,0
25,76,1,2,0,8,53,2,1,2,2,2,3,1,0,0,67,1
13,69,2,0,0,4,94,1,1,0,0,2,3,1,0,2,62,3
23,67,1,1,1,9,89,1,1,0,2,1,2,0,0,2,66,2
29,87,1,2,1,10,93,2,1,0,1,1,4,0,0,1,72,1
5,84,1,1,1,8,93,2,1,2,2,2,3,0,1,1,68,4
15,86,1,2,1,8,97,1,1,2,1,2,3,0,0,2,71,4
23,64,1,1,1,7,59,2,1,1,1,2,2,0,0,1,65,3
19,96,1,0,1,5,95,0,0,1,0,1,3,0,0,1,68,2
22,76,1,0,0,9,76,1,1,0,2,1,5,0,0,0,65,2
16,73,2,0,1,8,58,1,1,1,1,1,4,0,0,2,64,1
21,78,1,0,0,8,83,1,1,1,1,2,4,1,0,0,65,2
19,76,2,2,1,8,66,0,1,0,2,0,4,1,0,2,65,0
27,95,2,1,0,7,52,2,1,1,2,0,3,0,1,1,73,3
22,97,1,2,1,6,54,1,1,0,2,2,3,0,2,2,72,1
22,72,0,1,1,10,71,1,1,1,1,0,1,0,1,2,64,1
18,95,1,1,1,7,91,0,1,0,1,2,4,1,2,1,69,0
17,91,1,1,0,6,66,2,1,2,1,2,3,0,0,2,69,1
17,97,1,2,1,9,88,1,0,1,1,2,2,0,0,2,70,0
22,70,0,1,0,7,53,0,1,0,1,2,3,0,0,2,83,1
17,83,2,1,0,7,70,0,1,0,1,1,5,0,2,2,68,3
22,71,0,2,1,9,56,2,1,0,2,1,3,1,1,2,84,1
32,93,1,1,1,8,93,2,1,1,2,0,3,0,2,0,75,1
25,60,0,2,0,8,98,1,1,1,1,1,5,0,2,2,67,1
18,83,1,2,1,5,66,1,1,2,1,2,4,0,2,2,69,0
27,74,2,1,0,8,99,2,0,1,1,2,4,0,0,2,71,3
18,73,1,0,1,5,88,1,1,1,1,2,5,0,1,2,66,1
8,86,1,2,0,6,50,2,1,1,1,2,2,0,1,2,65,1
14,94,2,1,0,7,74,1,1,2,1,2,5,0,1,2,70,1
9,84,2,0,0,7,92,2,1,0,2,0,4,0,2,2,66,1
18,94,2,1,1,8,77,1,1,1,2,2,4,0,2,2,74,3
20,71,2,1,0,8,77,1,1,2,1,1,4,0,0,1,66,0
30,81,1,2,0,8,72,0,1,0,1,1,2,0,0,1,68,0
22,78,1,2,1,5,70,1,1,0,1,2,1,0,1,2,68,2
19,60,1,2,0,10,51,1,1,1,1,2,3,1,1,2,62,0
25,82,1,2,1,7,81,1,1,1,1,1,2,0,2,1,71,2
7,86,1,0,0,9,88,1,1,0,1,0,2,0,1,2,63,2
21,84,2,2,0,4,90,1,1,1,0,1,3,0,0,0,69,2
25,89,1,1,1,7,81,2,1,1,1,0,0,0,1,2,71,3
11,83,2,0,1,5,67,1,1,1,1,2,2,0,2,2,66,1
27,63,1,2,0,6,51,0,1,0,1,2,2,0,2,1,64,0
22,65,1,1,1,7,95,0,1,0,1,2,2,0,0,1,65,3
18,84,1,2,0,6,71,1,1,1,0,2,2,0,0,2,69,4
24,71,1,0,0,9,80,1,1,1,2,2,3,0,0,2,66,2
34,63,1,2,1,10,60,0,1,1,1,0,4,0,0,2,67,1
21,77,1,0,1,6,57,1,1,0,1,0,5,0,0,0,65,4
21,82,0,0,1,6,54,2,1,0,1,0,2,0,1,1,65,3
17,73,2,1,0,5,90,2,1,0,1,2,4,0,0,2,67,1
15,89,0,1,1,9,82,0,1,1,1,1,3,0,1,2,66,1
25,86,1,1,1,7,81,0,1,2,0,2,1,0,0,2,69,1
15,73,1,2,0,7,96,0,1,0,1,0,2,0,1,2,64,1
20,90,1,1,1,7,58,2,1,2,2,1,4,0,0,2,70,1
17,86,2,1,1,7,59,0,1,0,1,2,3,0,2,1,68,3
23,85,2,0,1,6,59,0,1,1,1,0,1,0,0,2,68,1
22,82,2,1,1,7,71,0,1,2,1,2,3,0,0,2,69,1
26,60,1,1,1,7,94,2,1,2,1,2,2,0,0,1,68,3
17,88,1,1,1,8,94,1,1,1,1,1,2,1,1,2,70,5
18,75,2,1,1,5,80,1,1,0,2,1,3,0,0,2,67,2
14,98,2,2,1,7,83,1,0,0,1,2,3,0,1,2,72,3
17,93,2,0,0,6,95,1,1,0,1,1,4,0,0,2,69,1
22,84,2,1,0,7,81,1,1,1,0,2,3,0,0,1,69,1
25,70,0,1,1,8,61,0,0,0,1,2,4,0,1,1,64,3
14,68,0,1,1,6,85,1,1,1,1,1,3,0,0,2,63,2
25,74,2,2,1,9,88,1,1,1,2,1,3,1,0,2,70,3
28,79,2,1,1,4,82,1,1,1,1,2,3,0,0,2,70,0
22,72,2,1,1,9,64,0,1,1,1,0,2,0,1,2,66,1
31,81,1,1,0,9,70,0,1,0,1,1,4,0,2,2,70,1
15,67,1,2,1,6,74,2,1,2,1,2,2,0,2,2,66,0
13,99,1,1,1,6,57,1,1,0,1,0,5,0,1,2,68,1
9,64,1,1,0,5,73,1,1,1,1,2,4,0,1,2,61,1
29,97,1,1,0,8,58,1,1,2,1,0,4,0,1,1,72,1
24,97,2,0,0,7,75,0,1,1,1,0,2,0,0,1,69,1
20,81,1,0,1,6,53,0,1,1,0,1,4,0,0,0,63,0
22,89,1,2,1,5,97,1,1,1,1,1,5,0,0,2,72,2
13,77,1,1,1,10,62,1,1,2,1,1,4,0,1,1,65,1
35,85,1,2,1,6,73,2,1,2,1,0,5,0,0,1,74,1
21,74,1,0,1,7,52,0,1,2,1,0,4,0,0,0,62,1
21,72,2,1,0,7,60,0,1,0,1,1,4,0,2,2,65,0
24,83,0,2,0,6,85,0,1,0,2,1,4,0,0,1,68,1
23,80,1,0,1,6,56,1,1,1,1,2,2,1,0,2,66,3
21,83,2,1,1,6,81,0,1,2,1,0,4,0,2,1,71,3
15,71,1,2,0,8,50,0,1,1,1,1,2,1,2,2,62,1
23,75,0,2,1,6,73,0,1,0,1,2,2,0,0,1,65,1
31,63,1,2,0,9,86,0,1,2,1,1,3,0,2,1,68,0
28,62,1,2,0,6,96,1,1,1,2,2,3,0,0,2,70,4
30,70,0,1,0,8,75,1,1,1,1,2,2,0,0,2,67,1
17,63,1,1,0,4,92,1,1,0,1,0,4,0,0,2,63,2
14,64,2,2,1,6,90,0,1,0,2,0,2,0,0,2,63,0
19,93,1,2,0,6,65,1,1,1,2,1,3,0,0,2,69,0
20,62,0,1,1,5,94,2,1,1,1,1,3,0,2,2,66,3
27,86,1,1,1,7,82,0,1,0,1,2,3,0,0,1,70,2
10,71,1,1,1,7,55,2,1,0,2,2,3,0,1,2,63,2
29,95,0,1,1,4,97,1,1,1,1,2,4,1,1,1,72,0
19,79,2,1,1,10,59,0,1,1,1,1,3,1,1,1,65,1
17,72,1,2,1,7,74,0,1,2,1,2,4,0,2,0,67,2
14,81,1,1,1,7,73,0,0,2,1,2,3,1,0,1,63,1
10,75,2,1,0,9,81,1,1,0,2,0,5,0,0,2,65,3
25,83,1,1,1,8,83,1,1,0,1,1,1,1,0,1,67,2
20,65,1,0,1,7,62,2,1,1,1,1,0,1,2,2,80,0
12,100,1,1,1,4,68,1,1,0,1,1,3,0,1,0,68,2
12,77,1,1,1,8,57,1,1,0,2,0,2,0,1,1,63,2
18,74,1,1,0,6,56,1,1,1,1,2,3,0,1,1,64,1
30,88,1,1,0,9,91,1,1,1,0,2,3,0,0,2,73,3
18,75,1,1,1,6,88,0,1,1,2,0,1,1,2,2,66,2
11,93,1,1,1,6,72,0,1,0,1,0,3,0,1,1,66,2
19,78,2,2,0,5,55,1,1,1,1,1,4,0,0,1,66,0
18,89,1,2,1,5,72,0,1,1,0,1,2,0,0,2,69,4
4,64,1,2,1,7,65,1,1,1,2,0,4,0,0,0,59,1
20,94,1,1,0,7,89,1,1,0,1,1,1,0,0,2,68,0
19,89,1,1,0,6,55,1,1,0,1,1,3,0,2,1,67,1
24,68,1,1,1,10,73,0,1,1,1,1,4,1,0,1,64,1
31,66,0,2,1,8,80,0,1,0,0,0,4,0,0,2,65,0
27,73,1,1,0,7,99,0,1,0,1,2,4,0,1,2,68,1
18,99,1,2,1,4,54,0,1,1,1,2,3,0,2,1,70,0
13,70,1,1,0,8,56,1,1,1,2,1,0,0,0,2,62,2
35,78,2,0,1,10,99,1,1,0,1,2,2,0,0,2,72,1
20,61,1,0,1,7,70,0,1,1,1,2,4,0,0,1,62,1
20,76,2,2,1,6,87,0,1,0,1,0,4,0,2,1,68,1
20,83,2,1,0,7,89,1,1,0,2,0,4,0,0,2,69,3
21,98,2,1,0,5,66,0,1,2,2,2,5,0,0,2,73,3
19,81,2,2,0,8,61,0,1,1,1,0,5,0,2,2,69,3
17,93,1,1,1,9,64,1,1,1,1,1,3,0,0,1,67,1
17,82,1,0,0,6,88,0,1,0,0,1,3,0,2,2,65,2
20,62,0,0,0,6,92,2,1,1,1,2,3,0,2,1,63,2
17,73,2,1,1,7,85,1,1,0,1,2,2,0,0,1,66,2
16,83,1,1,0,6,72,1,1,0,2,2,2,0,1,2,66,1
21,98,1,2,0,5,63,0,1,0,2,1,2,0,2,2,70,0
18,94,1,1,0,6,71,0,1,2,1,1,3,0,2,0,69,2
29,69,1,2,0,6,96,0,1,2,1,2,4,0,0,2,70,1
4,69,1,0,0,9,93,0,0,1,2,0,3,0,0,1,58,2
27,68,1,1,0,9,66,1,1,2,1,2,3,0,0,0,67,3
27,97,2,2,1,9,66,0,1,0,1,2,3,0,0,0,73,1
8,94,2,0,0,8,89,2,1,1,1,1,2,0,0,2,66,0
18,91,2,2,1,7,71,2,1,1,1,1,3,0,0,2,70,0
18,76,2,2,0,6,79,1,1,1,1,2,2,0,2,0,67,1
12,80,0,0,0,9,71,2,1,0,0,2,3,1,0,1,60,1
15,79,2,1,0,8,62,0,1,0,0,2,3,0,1,2,65,1
13,70,1,1,0,5,59,1,1,1,2,2,2,0,2,2,63,0
31,80,2,2,1,6,57,0,1,1,2,2,3,0,0,2,72,1
26,61,0,1,1,5,51,2,1,0,1,1,5,0,0,1,62,0
28,65,1,1,1,4,64,1,1,1,2,1,3,0,2,2,70,6
24,95,2,0,1,8,59,1,1,0,2,0,1,0,1,1,70,2
13,90,1,1,0,5,63,1,1,0,1,1,4,0,0,1,64,0
17,77,1,1,1,6,54,0,1,0,1,1,4,0,0,1,64,3
23,81,1,0,1,7,67,1,1,1,2,2,5,0,0,1,67,0
13,75,1,2,1,7,76,2,1,1,2,0,1,0,0,1,64,1
24,90,1,1,1,6,97,0,1,2,2,2,4,0,0,2,72,1
19,91,1,0,0,9,67,1,1,1,1,0,3,0,1,2,66,0
18,91,1,1,0,5,52,1,1,1,1,0,4,0,0,1,66,2
24,89,1,2,1,5,68,1,1,0,2,2,2,0,2,2,71,0
23,68,0,0,0,8,91,1,1,0,1,0,5,0,2,2,66,5
18,74,1,0,1,6,67,2,1,0,2,1,2,0,0,2,64,2
27,79,1,0,0,6,65,0,1,1,1,0,2,0,1,2,66,0
14,73,1,0,1,5,96,0,1,0,1,0,3,0,0,1,62,1
24,90,1,1,0,8,65,1,1,0,1,1,4,0,0,1,70,4
24,73,1,1,1,7,99,1,1,1,2,1,3,0,0,2,69,3
18,66,2,1,0,7,92,1,1,0,1,1,4,0,0,1,65,2
22,76,2,1,1,6,84,2,1,1,2,1,3,0,0,2,70,2
12,99,2,2,1,6,80,1,0,2,1,2,3,0,0,1,70,0
26,69,1,1,1,7,61,1,1,2,2,2,2,0,1,2,67,1
19,84,1,2,1,8,87,0,1,0,2,2,3,0,0,1,69,2
17,77,0,1,0,9,67,0,1,0,2,1,5,1,0,2,62,0
26,63,1,2,1,9,74,1,1,0,1,2,4,0,0,2,67,1
16,80,2,1,0,8,55,2,0,0,1,2,6,0,1,1,65,0
12,88,1,1,0,8,65,1,1,0,1,2,4,0,0,2,65,0
11,81,1,2,1,5,76,1,1,0,1,1,3,0,2,0,65,1
24,95,1,0,1,6,73,1,0,0,1,2,2,0,0,1,69,3
12,72,1,1,0,8,67,0,1,1,1,1,4,0,0,2,63,4
31,63,0,2,1,7,74,0,1,1,1,0,2,0,1,1,66,3
8,97,1,2,1,8,87,1,1,1,1,2,2,1,0,2,67,0
30,75,1,1,0,8,73,2,1,1,1,0,3,0,1,2,69,1
21,83,1,1,1,8,75,2,1,0,2,1,2,0,0,0,67,1
19,92,1,1,1,5,85,1,1,1,2,1,4,0,0,2,70,1
17,73,2,2,1,7,92,1,1,2,1,0,2,0,0,1,67,2
22,89,2,1,0,6,76,1,1,0,1,1,4,0,0,2,70,2
20,65,2,2,1,6,97,1,1,0,0,0,3,0,0,1,65,0
27,72,1,0,0,4,68,1,0,1,2,0,3,1,1,2,63,0
21,66,1,1,1,7,63,1,1,2,1,1,3,0,0,2,64,0
21,92,2,1,1,4,85,0,1,2,1,0,3,0,0,0,69,1
18,69,0,1,0,8,59,0,0,0,1,2,4,0,0,2,60,1
20,89,0,1,1,9,95,1,1,0,1,2,3,0,0,1,69,3
22,98,1,0,1,8,69,1,1,2,1,2,2,0,0,2,72,4
10,81,1,0,1,7,85,0,1,0,1,1,2,0,1,2,63,1
12,82,0,1,0,9,79,2,1,0,1,2,2,0,1,1,63,0
24,78,2,0,1,7,53,2,1,1,1,1,4,1,0,2,66,0
21,73,1,1,0,6,85,1,1,1,2,1,5,0,1,2,70,6
19,79,1,2,1,7,90,1,1,2,1,0,4,0,1,0,68,1
20,84,1,1,1,10,99,0,1,1,1,2,3,0,0,1,69,2
22,99,1,1,1,5,71,2,1,1,2,1,4,0,1,2,72,0
17,98,0,2,0,5,75,0,1,0,0,2,3,1,1,2,67,1
15,94,0,1,0,8,94,0,1,2,1,2,4,0,0,1,68,1
21,96,1,2,0,7,63,1,1,1,1,0,2,0,2,0,70,1
14,79,2,1,1,6,59,1,1,1,2,2,3,0,2,0,68,5
22,86,1,1,1,5,57,2,1,1,1,2,3,0,1,1,69,2
10,96,1,1,0,4,99,1,1,1,1,0,5,0,1,2,68,1
26,76,1,1,0,5,64,0,1,1,1,2,5,0,1,0,66,0
23,98,1,1,0,9,88,2,1,0,1,0,4,0,2,1,72,1
22,77,1,1,1,7,72,1,1,1,2,1,3,0,0,2,67,2
26,84,0,2,0,4,62,1,0,2,2,2,2,0,0,2,70,3
30,88,2,1,1,9,96,1,1,1,2,1,3,1,0,2,73,1
26,98,1,0,1,9,73,2,1,2,0,1,6,0,2,1,73,1
9,70,1,1,0,9,78,0,1,1,0,1,2,0,0,2,60,1
12,90,1,2,0,6,61,0,1,1,2,1,3,0,1,2,67,2
16,81,2,1,1,7,66,1,1,2,2,2,4,0,0,2,69,3
20,71,1,0,0,7,87,2,1,1,1,0,5,0,0,2,65,1
23,91,0,2,1,9,67,0,1,0,1,1,4,0,0,2,70,2
16,82,2,2,1,6,75,0,1,1,1,1,3,0,1,1,68,3
21,86,1,0,0,6,56,1,1,0,2,0,2,0,1,2,66,1
15,73,0,2,1,8,93,1,1,0,2,2,4,0,1,0,65,1
16,79,0,1,1,9,87,1,1,0,1,1,2,0,1,1,64,1
12,85,2,2,1,7,88,2,1,0,1,1,0,0,1,0,67,1
14,76,2,1,1,8,59,0,1,1,1,1,5,0,0,1,65,3
12,68,2,2,1,7,75,1,1,1,0,2,4,0,0,2,64,1
14,98,2,2,0,7,51,1,1,1,0,2,1,1,0,2,67,0
26,80,1,0,1,6,66,1,1,2,1,1,4,0,2,2,70,2
14,89,1,0,1,5,67,0,0,0,0,1,3,0,0,0,63,3
36,76,1,1,0,6,96,1,1,0,1,1,2,0,1,2,71,1
23,74,2,0,0,6,100,0,1,2,0,2,3,0,0,2,68,2
21,76,1,1,0,7,81,1,1,1,2,2,2,0,1,1,67,0
15,76,2,2,1,9,76,1,1,1,2,1,2,0,2,0,67,1
24,82,0,1,1,7,72,1,1,1,2,2,2,0,2,1,68,0
17,82,2,1,0,6,51,1,1,0,1,2,3,0,2,1,66,1
21,80,1,1,1,8,90,1,1,1,1,0,4,0,1,2,68,0
35,65,2,1,1,7,84,2,1,1,1,2,2,0,0,1,70,0
19,80,0,0,0,8,82,1,1,0,0,2,3,0,1,2,67,5
